datum,bana,avd,häst,kön,ålder,kusk,spår,vodds,podds,plac,start,lopp_dist,dist,tid,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_kmtid,h1_odds,h1_pris,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_kmtid,h2_odds,h2_pris,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_kmtid,h3_odds,h3_pris,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_kmtid,h4_odds,h4_pris,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_kmtid,h5_odds,h5_pris
2020-06-14,BJERKE,4,AMERICAN CHEQUE,v,6,Vidar Hop,12,"100,20","3,99 - 12,00",0,AUTOSTART,2100M,2100,"1.13,1",14 354,200606,Forus,Dag-Sveinung Dalen,0,1600,6,"13,2a","11,93",61',200522,Årjäng,Kristian Malmin,3,2140,10,"12,8a","12,62",35',200511,Bjerke,Kristian Malmin,2,2100,4,"14,0a","4,04",14',200502,Biri,Kristian Malmin,0,2100,8,"14,2a","52,71",51',200421,Jarlsberg,Kristian Malmin,0,2100,10,"13,5ag","20,29",14'
2020-06-14,BJERKE,4,KAMPERHAUGS DINA,s,6,Per Oleg Midtfjeld,2,"27,26","2,10 - 5,57",0,AUTOSTART,2100M,2100,"1.13,2",15 745,200527,Bjerke,Per Oleg Midtfjeld,4,2100,6,"13,6a","5,16",20',200502,Biri,Per Oleg Midtfjeld,2,2100,4,"13,3a","10,22",51',200421,Jarlsberg,Per Oleg Midtfjeld,5,2100,3,"13,3ag","11,47",14',200304,Bjerke,Per Oleg Midtfjeld,1,1609,6,"13,1a","12,70",20',191221,Drammen,Per Oleg Midtfjeld,0,2100,8,"16,1a","13,70",41'
2020-06-14,BJERKE,4,I AM THE TIGER,v,9,Rune Wiig,1,"27,48","2,38 - 6,51",d,AUTOSTART,2100M,2100,0,10 750,200606,Forus,Rune Wiig,5,1600,1,"13,1a","5,13",61',200509,Sörlandet,Rune Wiig,3,1609,1,"12,2a","22,47",61',200430,Forus,Rune Wiig,2,2590,2,"16,6","3,17",14',(200208),Forus,Rune Wiig,2,2040,12,"14,4a","6,40",51',(200111),Jarlsberg,Rune Wiig,3,2609,9,"16,7ag","3,60",51'
2020-06-14,BJERKE,5,ODD HERAKLES,h,10,Tom Erik Solberg,1,"1,46","1,08",1,AUTOSTART,1609M,1609,"1.18,4",64 776,200531,Solvalla,Tom Erik Solberg,1,1640,4,"19,1a","2,75",500',200516,Jarlsberg,Tom Erik Solberg,1,2100,7,"21,9a","1,49",51',200425,Åby,Tom Erik Solberg,1,2180,1,"21,7","1,75",125',200229,Bergsåker,Tom Erik Solberg,1,2160,3,"23,5","1,99",110',(200208),Forus,Tom Erik Solberg,1,1620,4,"22,3","1,30",51'
2020-06-14,BJERKE,5,ROLI ELD,h,10,Adrian Solberg Akselsen,5,"7,64","1,66",2,AUTOSTART,1609M,1609,"1.18,9",31 324,200531,Solvalla,Adrian Solberg Akselsen,4,1640,7,"19,7a","8,27",500',200516,Jarlsberg,Adrian Solberg Akselsen,d,2100,10,0ag,"4,44",51',200425,Åby,Torbjörn Jansson,d,2180,3,10g,"14,05",125',200222,Bjerke,Adrian Solberg Akselsen,0,2680,2,"26,8","1,50",102',190921,Färjestad,Adrian Solberg Akselsen,2,2140,1,"20,3a","5,09",300'
2020-06-14,BJERKE,5,INGBEST,h,8,Frode Hamre,2,"58,01","1,98",3,AUTOSTART,1609M,1609,"1.19,1",45 762,200516,Jarlsberg,Frode Hamre,4,2100,5,"22,4a","18,23",51',200421,Jarlsberg,Frode Hamre,2,1620,1,"21,3","1,96",14',200311,Bjerke,Frode Hamre,2,1609,2,"22,3a","1,80",20',(200208),Forus,Frode Hamre,5,1620,2,"23,3","12,10",51',200118,Bjerke,Frode Hamre,2,1609,4,"22,0a","8,30",51'
2020-06-14,BJERKE,5,VIXUS,h,7,Jorma Kontio,9,"30,64","1,45 - 5,10",4,AUTOSTART,1609M,1609,"1.19,2",76 999,200531,Solvalla,Jorma Kontio,7,1640,2,"20,1a","12,40",500',200418,Umåker,Jorma Kontio,5,1640,10,"21,3a","15,09",110',191019,Seinäjoki,Janne Soronen,0,2100,2,"25,2a","5,70",,191005,SK*,Janne Soronen,1,1640,5,"21,9a","5,00",,190907,Uleåborg,Janne Soronen,3,2120,6,"25,7a","14,00",
2020-06-14,BJERKE,5,TROLL SOLEN,h,7,Magnus Teien Gundersen,4,"43,18","1,79 - 6,97",5,AUTOSTART,1609M,1609,"1.19,3",29 357,200530,Bjerke,Frode Hamre,2,2100,12,"22,6a","1,78",51',200516,Jarlsberg,Magnus Teien Gundersen,3,2100,1,"21,9a","12,54",51',200425,Åby,Carl Johan Jepson,2,2180,2,"22,2","31,29",125',200311,Bjerke,Magnus Teien Gundersen,1,1609,5,"22,1a","2,80",20',200222,Bjerke,Magnus Teien Gundersen,3,2680,3,"24,9","10,50",102'
2020-06-14,BJERKE,5,VALLE MATTIS,h,10,Geir Vegard Gundersen,10,"91,41","2,54 - 11,18",6,AUTOSTART,1609M,1609,"1.19,6",12 941,200530,Bjerke,Geir Vegard Gundersen,1,2100,5,"22,5a","3,72",51',200516,Jarlsberg,Geir Vegard Gundersen,6,2100,11,"22,6a","74,53",51',200131,Biri,Geir Vegard Gundersen,1,2160,1,"26,5","1,44",14',200118,Bjerke,Geir Vegard Gundersen,4,1609,1,"22,5a","9,80",51',191227,Momarken,Geir Vegard Gundersen,1,1640,1,"23,9","3,00",51'
2020-06-14,BJERKE,5,SØNDRE JERKELD,h,11,Eirik Høitomt,8,"149,80","3,09 - 14,24",7,AUTOSTART,1609M,1609,"1.19,6",13 048,200530,Bjerke,Pål Buer,0,2100,6,"23,2ag","6,76",51',200514,Bergen,Pål Buer,2,1660,1,"22,7","2,75",14',200222,Bjerke,Pål Buer,1,2660,2,"25,3","7,50",102',(200208),Forus,Pål Buer,2,1600,1,"24,0","14,60",51',191228,Bergen,Pål Buer,2,2660,2,"26,4","1,13",14'
2020-06-14,BJERKE,5,LOME BRAGE,h,13,Erlend Rennesvik,3,"3,78","1,21 - 3,00",0,AUTOSTART,1609M,1609,"1.19,7",44 820,200531,Solvalla,Erlend Rennesvik,6,1640,8,"20,1a","8,41",500',200418,Umåker,Erik Adielsson,1,1640,5,"20,4a","2,45",110',191214,Bergsåker,Erlend Rennesvik,0,2180,1,"27,2","2,06",200',191119,Solvalla,Erlend Rennesvik,1,2140,5,"22,9a","1,44",100',191024,Gävle,Erlend Rennesvik,1,2140,9,"23,2a","4,83",75'
2020-06-14,BJERKE,5,TANTE RAGNHILD,s,9,Svein Ove Wassberg,6,"231,85","4,71 - 23,10",0,AUTOSTART,1609M,1609,"1.20,4g",15 546,200530,Bjerke,Magnus Teien Gundersen,0,2100,9,"24,0ag","67,24",51',200503,Momarken,Kristine Kvasnes,2,1680,2,"25,4","6,79",14',200425,Åby,Ole Johan Östre,0,2160,1,"24,4g","84,78",125',200226,Bjerke,Magnus Teien Gundersen,2,2100,8,"25,6a","4,00",20',200207,Jarlsberg,Magnus Teien Gundersen,4,1609,2,"25,1ag","1,92",14'
2020-06-14,BJERKE,5,FINNSKOG SJEFEN,v,15,Henrik Kulblik,7,"243,17","4,61 - 22,54",0,AUTOSTART,1609M,1609,"1.22,5",7 558,200529,Solvalla,Henrik Kulblik,3,640,7,ita,"5,72",80',200311,Bjerke,Henrik Kulblik,d,1609,1,0ag,"21,10",20',(200229),Jarlsberg,Henrik Kulblik,0,2100,4,"27,3a","8,60",14',(200216),Bjerke,Henrik Kulblik,1,1609,2,"25,5a","2,70",14',200126,Momarken,Henrik Kulblik,5,1640,2,"26,2a","5,05",14'
2020-06-14,BJERKE,6,SAM THE MAN,h,5,Svein Ove Wassberg,2,"6,33","1,98",1,AUTOSTART,2100M,2100,"1.13,4",28 699,200513,Bjerke,Magnus Teien Gundersen,4,2100,9,"13,4a","5,08",20',200425,Åby,Örjan Kihlström,0,2640,3,ua,"18,33",110',200220,Åby,Magnus Teien Gundersen,1,2140,4,"17,3a","2,04",35',190908,Bjerke,Björn Goop,5,2600,10,"14,7a","8,20",1018',190828,Bjerke,Magnus Teien Gundersen,2,2600,5,"15,1a","2,90",31'
2020-06-14,BJERKE,6,TWIGS CEASAR,v,8,Björn Goop,5,"5,25","1,76",2,AUTOSTART,2100M,2100,"1.13,5",17 524,200522,Årjäng,Björn Goop,2,2160,1,"13,4","3,00",50',200510,Årjäng,Björn Goop,1,2140,5,"13,1a","3,62",35',200425,Åby,Björn Goop,6,2640,1,"13,7a","28,38",110',200416,Åby,Björn Goop,0,1640,7,"12,7a","10,81",30',190810,Åby,Örjan Kihlström,3,2140,7,"13,2a","35,71",250'
2020-06-14,BJERKE,6,HIGH INTO THE SKY,h,4,Frode Hamre,4,"2,98","1,68",3,AUTOSTART,2100M,2100,"1.13,6",21 120,200513,Bjerke,Frode Hamre,1,2100,1,"13,2a","4,34",20',200502,Biri,Frode Hamre,3,2100,5,"13,4a","5,47",51',200416,Åby,Thomas Uhrberg,4,1640,6,"12,3a","3,66",30',200304,Bjerke,Frode Hamre,2,1609,3,"13,2a","1,20",20',200221,Jarlsberg,Frode Hamre,1,2100,2,"14,5a","1,22",14'
2020-06-14,BJERKE,6,HANDS DOWN,v,6,Morten A. Pedersen,3,"8,96","1,80 - 2,82",4,AUTOSTART,2100M,2100,"1.13,7",9 725,(200601),Färjestad,Morten A. Pedersen,4,2140,10,"12,5a","4,90",,200513,Bjerke,Morten A. Pedersen,2,2100,7,"13,3a","5,97",20',200428,Momarken,Morten A. Pedersen,1,1640,4,"13,1a","2,56",14',200310,Momarken,Morten A. Pedersen,2,2140,3,"17,9a","2,35",14',200222,Bjerke,Morten A. Pedersen,1,1609,9,"13,2a","3,20",41'
2020-06-14,BJERKE,6,SYNJO DANSEUSE,s,6,Eirik Høitomt,10,"93,62","6,09 - 10,96",5,AUTOSTART,2100M,2100,"1.13,8",8 524,200525,Leangen,Roar Walsøe,4,1640,10,"14,1a","5,21",14',200504,Leangen,Roar Walsøe,1,2640,7,"17,5a","3,83",14',200426,Leangen,Roar Walsøe,2,2140,1,"14,7a","13,50",14',(200229),Jarlsberg,Hans Chr. Holm,6,2100,9,"17,0a","12,50",41',200210,Leangen,Roar Walsøe,1,1640,1,"16,6a","5,67",14'
2020-06-14,BJERKE,6,SUPPORT KINDNESS,v,10,Marius Høitomt,6,"213,82","25,07 - 46,15",6,AUTOSTART,2100M,2100,"1.13,8",9 170,200529,Jarlsberg,Marius Høitomt,0,2100,6,"14,1a","92,84",14',200513,Bjerke,Marius Høitomt,0,2100,11,"15,0a","50,87",20',200212,Bjerke,Marius Høitomt,0,2140,2,"20,5",,,(181201),Klosterskogen,Marius Høitomt,1,1700,7,"16,6a","4,30",24',181114,Bjerke,Marius Høitomt,3,2100,5,"16,0a","11,30",24'
2020-06-14,BJERKE,6,IVAN B.R.,h,4,Magnus Teien Gundersen,11,"3,95","1,40 - 1,89",0,AUTOSTART,2100M,2100,"1.13,9g",45 479,200601,Färjestad,Magnus Teien Gundersen,1,2140,7,"12,1a","3,06",25',200516,Jarlsberg,Geir Vegard Gundersen,5,2100,8,"13,8a","16,27",71',200410,Färjestad,Jorma Kontio,6,2140,5,"13,2a","19,80",110',(191026),Bergen,Magnus Teien Gundersen,5,2100,9,"14,8a","7,60",153',190908,Bjerke,Geir Vegard Gundersen,4,2100,3,"14,1a","3,30",763'
2020-06-14,BJERKE,6,DELIGHT CLASSIC,s,5,Kai Johansen,1,"86,59","7,61 - 13,85",0,AUTOSTART,2100M,2100,"1.14,0",14 363,200603,Bjerke,Kai Johansen,2,2600,11,"15,7a","60,90",20',200509,Sörlandet,Vidar Hop,5,2140,1,"15,8a","34,12",51',191203,Momarken,Kristian Malmin,0,2180,3,"18,4g","16,90",61',(191102),Sörlandet,Dag-Sveinung Dalen,0,2160,1,"17,5g","8,60",41',191019,Momarken,Kristian Malmin,6,1640,2,"13,8a","22,50",102'
2020-06-14,BJERKE,6,ALPHA SCARLET R.R.,h,4,Kristian Malmin,9,"25,06","3,47 - 5,99",0,AUTOSTART,2100M,2100,"1.14,0",30 139,200522,Årjäng,Kristian Malmin,0,2160,6,"16,5g","18,15",50',200510,Årjäng,Tom Horpestad,3,2140,11,"13,6a","63,89",35',200419,Årjäng,Jan Silvén,0,2140,1,"20,0g","19,17",35',(191026),Bergen,Kristian Malmin,0,2100,6,"15,5a","19,60",153',191009,Bjerke,Kristian Malmin,2,2100,4,"14,7a","21,40",24'
2020-06-14,BJERKE,6,MAGIC TILE,v,6,Dag-Sveinung Dalen,7,"187,45","15,80 - 29,01",0,AUTOSTART,2100M,2100,"1.14,1",10 272,200529,Jarlsberg,Kristian Malmin,0,2100,3,"14,1a","26,05",14',200520,Bjerke,Kristian Malmin,3,1609,5,"13,0a","3,17",20',200424,Biri,Vidar Hop,3,2100,1,"14,5","25,38",14',200304,Bjerke,Kristian Malmin,0,1609,7,"14,0a","23,80",20',200214,Jarlsberg,Kristian Malmin,6,1609,9,"13,6a","22,74",14'
2020-06-14,BJERKE,6,UNDIGIOUS DIAMANT,v,5,Peter Untersteiner,12,"17,47","3,39 - 5,83",0,AUTOSTART,2100M,2100,"1.15,3g",18 566,200528,Halmstad,Peter Untersteiner,1,2140,3,"13,8","4,28",25',200428,Jägersro,Peter Untersteiner,d,2640,6,4g,"4,34",35',200407,Axevalla,Peter Untersteiner,2,2140,7,"15,1a","2,53",30',191230,Åby,Peter Untersteiner,0,2640,8,"18,3ag","6,78",30',191123,Jägersro,Johan Untersteiner,d,2640,5,ug,"20,13",125'
2020-06-14,BJERKE,7,ZARENNE FAS,h,5,Tom Erik Solberg,4,"2,06","1,29",1,AUTOSTART,1609M,1609,"1.09,8",127 240,200523,Gävle,Rikard N Skoglund,5,1609,5,"10,1a","9,47",300',200509,Åby,Rikard N Skoglund,4,2640,4,"13,1a","2,11",250',200410,Färjestad,Rikard N Skoglund,2,1640,9,"10,6a","6,60",250',200111,Vincennes,Gabriele Gelormini,0,2850,,"14,1","24,90",,191222,Vincennes,Rikard N Skoglund,0,2100,,"11,7a","33,60",
2020-06-14,BJERKE,7,M.S. TRIPLE J.,h,5,Svein Ove Wassberg,5,"21,48","2,11",2,AUTOSTART,1609M,1609,"1.10,2",29 984,200606,Forus,Frode Hamre,1,1600,7,"12,3a","1,50",61',200516,Jarlsberg,Lars Anvar Kolle,2,2100,3,"13,3a","7,66",51',200425,Åby,Erik Adielsson,3,2140,4,"11,7a","2,49",125',200413,Halmstad,Jörgen Sjunnesson,4,1640,1,"11,4a","30,72",100',200311,Bjerke,Frode Hamre,1,2100,4,"13,1a","6,70",20'
2020-06-14,BJERKE,7,MAX BRADY,h,5,Magnus Teien Gundersen,6,"18,61","2,44",3,AUTOSTART,1609M,1609,"1.10,4",199 780,200502,Biri,Geir Vegard Gundersen,d,2100,1,0ag,"3,80",61',200410,Färjestad,Tom Horpestad,0,1640,2,"11,3a","14,92",250',191012,Vermo,Geir Vegard Gundersen,0,2120,11,"12,8a","128,00",,190928,Solvalla,Geir Vegard Gundersen,2,2140,2,"12,7a","14,01",200',190908,Bjerke,Geir Vegard Gundersen,1,2600,4,"14,5a","4,90",1018'
2020-06-14,BJERKE,7,LEWIS ALE,h,5,Peter Untersteiner,3,"2,30","1,15 - 1,65",4,AUTOSTART,1609M,1609,"1.10,5",108 068,200601,Skive,Peter Untersteiner,2,2060,,"12,3a","5,22",,200517,Charlottenlund,Peter Untersteiner,2,2000,,"14,3a","1,90",,200314,Vermo,Mika Forss,4,2120,,"13,4a","2,90",,191123,Jyväskylä,Mika Forss,1,2140,,"13,8a",,,191112,Jyväskylä,Mika Forss,2,2140,,"15,0a","1,20",
2020-06-14,BJERKE,7,PATENT LEATHER,h,5,Frode Hamre,7,"15,36","1,62 - 4,19",5,AUTOSTART,1609M,1609,"1.10,5",69 862,200516,Jarlsberg,Frode Hamre,1,2100,2,"13,1a","1,58",51',200410,Färjestad,Erik Adielsson,4,1640,8,"10,9a","20,01",250',(200215),Sörlandet,Frode Hamre,1,1609,5,"12,3a","1,60",51',200205,Bjerke,Frode Hamre,2,1609,4,"11,5a","2,10",20',200118,Bjerke,Frode Hamre,4,2100,7,"12,8a","2,10",51'
2020-06-14,BJERKE,7,SAMO DIFFERENT DAY,h,5,Björn Goop,2,"14,79","1,65 - 4,24",0,AUTOSTART,1609M,1609,"1.11,5",142 836,200525,Färjestad,Björn Goop,k,2140,1,"15,1",gdk,,190609,Bjerke,Björn Goop,0,1609,,"12,0a","4,60",,190425,Åby,Erik Adielsson,0,2140,5,uag,"6,89",150',190417,Solvalla,Ulf Ohlsson,d,2160,4,ug,"2,86",50',180721,Meadowlands,Scott Zeron,5,1609,,"10,9a","11,80",
2020-06-14,BJERKE,7,ABRAKADABRA,v,5,Åsbjørn Tengsareid,1,"67,18","3,08 - 8,97",0,AUTOSTART,1609M,1609,"1.12,7",12 843,200601,Jarlsberg,Åsbjørn Tengsareid,3,2100,9,"15,0a","2,52",14',200506,Bjerke,Åsbjørn Tengsareid,1,1609,5,"12,6a","1,72",20',(200216),Bjerke,Erlend Rennesvik,1,2100,2,"15,8a","1,40",14',200118,Bjerke,Åsbjørn Tengsareid,4,2100,1,"14,9a","2,60",41',191227,Momarken,Åsbjørn Tengsareid,1,1640,3,"16,4a","1,80",14'
2020-06-14,BJERKE,7,CLASSICHAP,h,5,Geir Mikkelsen,8,"94,97","4,26 - 12,91",d,AUTOSTART,1609M,1609,0,40 260,200603,Bjerke,Geir Mikkelsen,0,2100,,"13,8a","37,20",,200523,Bergen,Geir Mikkelsen,5,1600,,"12,6a","42,32",,200430,Forus,Geir Mikkelsen,4,2570,,"17,5","5,93",,200308,Forus,Geir Mikkelsen,2,2060,,"15,7","17,71",,200301,Sörlandet,Geir Mikkelsen,3,2140,,"16,2a","17,46",
2020-07-04,HALMSTAD,1,IVORY DI QUATTRO,h,5,Robert Bergh,4,"2,67","1,45",1,AUTOSTART,2140M,2140,"1.12,3",32 526,200610,Vaggeryd,Robert Bergh,2,2140,2,"13,0a","1,63",60',200530,Solvalla,Per Lennartsson,2,3140,2,"13,0","8,53",500',200506,Solvalla,Robert Bergh,1,2140,9,"13,6","1,82",40',200425,Åby,Robert Bergh,1,2640,10,"12,2a","6,02",110',200408,Åby,Robert Bergh,1,3160,4,"14,7","3,50",60'
2020-07-04,HALMSTAD,1,INGO,v,5,Christoffer Eriksson,5,"6,85","2,21",2,AUTOSTART,2140M,2140,"1.12,5",27 439,200621,Kalmar,Christoffer Eriksson,1,2140,1,"13,9","2,73",110',200604,Åby,Johan Untersteiner,3,2640,7,"14,1a","11,26",110',200520,Åby,Christoffer Eriksson,1,1640,4,"10,9a","2,80",60',200505,Jägersro,Christoffer Eriksson,1,2140,7,"12,6a","2,50",35',200328,Solvalla,Erik Adielsson,0,2140,4,"12,8a","22,06",220'
2020-07-04,HALMSTAD,1,LORD FLAX,h,9,Niclas Benzon,3,"10,21","2,71",3,AUTOSTART,2140M,2140,"1.12,5",23 457,191020,Örebro,Niclas Benzon,0,2609,8,"15,0a","8,07",125',190921,Färjestad,Niclas Benzon,7,1640,11,"12,2a","5,20",125',190731,Mantorp,Niclas Benzon,1,2140,10,"12,1a","2,32",125',190704,Halmstad,Niclas Benzon,1,1640,9,"12,1a","2,89",125',190613,Lindesberg,Niclas Benzon,1,2140,4,"13,1a","5,21",22'
2020-07-04,HALMSTAD,1,FRANKLIN FACE,v,5,Erik Adielsson,6,"19,05","3,58 - 5,55",4,AUTOSTART,2140M,2140,"1.12,6",26 960,200621,Kalmar,Erik Adielsson,5,2140,5,"14,5g","7,19",110',200530,Solvalla,Erik Adielsson,3,2140,4,"12,2a","37,43",220',200516,Mantorp,Erik Adielsson,2,2140,4,"13,0a","4,62",110',200428,Jägersro,Adrian Kolgjini,1,1640,6,"11,5a","2,04",35',200325,Åby,Adrian Kolgjini,0,1640,7,"12,7a","11,06",60'
2020-07-04,HALMSTAD,1,ZIO TOM JET,h,5,Johan Untersteiner,8,"15,57","3,44 - 5,30",5,AUTOSTART,2140M,2140,"1.12,7",19 068,200617,Solvalla,Johan Untersteiner,3,2140,1,"13,6a","49,81",100',200604,Åby,Stefan Persson,5,2640,6,"14,1a","14,15",110',200527,Åby,Stefan Persson,2,1640,6,"12,3a","2,98",60',200513,Jägersro,Stefan Persson,1,1640,6,"11,2a","10,52",60',200415,Jägersro,Stefan Persson,5,1640,8,"11,9a","11,14",40'
2020-07-04,HALMSTAD,1,ADDE S.H.,v,5,Peter Untersteiner,9,"9,59","2,10 - 3,06",6,AUTOSTART,2140M,2140,"1.12,9",27 725,200516,Mantorp,Magnus Jakobsson,5,2140,6,"13,2a","19,78",110',200425,Åby,Peter Untersteiner,0,2140,7,"13,0a","21,56",110',200412,Romme,Ulf Ohlsson,4,1640,9,"13,6a","5,72",110',200328,Solvalla,Peter Untersteiner,2,2140,2,"12,2a","8,08",220',200314,Halmstad,Peter Untersteiner,1,1640,4,"11,6a","4,28",110'
2020-07-04,HALMSTAD,1,VELTEN VERSAILLES,h,5,Rick Ebbinge,1,"9,53","2,30 - 3,40",7,AUTOSTART,2140M,2140,"1.13,5",71 971,200610,Vaggeryd,Rick Ebbinge,3,2140,1,"13,2a","2,57",60',200521,Jägersro,Rick Ebbinge,3,2140,7,"13,0a","1,67",35',200511,Wolvega,Rick Ebbinge,k,2100,,"13,9a",gdk,,190810,Åby,Rick Ebbinge,1,2140,3,"13,8a","1,63",250',190623,Kalmar,Rick Ebbinge,1,2140,9,"13,7a","2,56",125'
2020-07-04,HALMSTAD,1,SOUTHWIND QUEEN,s,4,Peter Ingves,10,"9,88","2,27 - 3,37",0,AUTOSTART,2140M,2140,"1.13,6g",16 915,200607,Axevalla,Rebecca Dahlén,1,2140,9,"13,3a","6,66",150',200531,Solvalla,Peter Ingves,0,1640,7,uag,"8,77",300',200509,Åby,Peter Ingves,1,1640,6,"11,0a","7,84",110',200424,Åby,Peter Ingves,2,2140,12,"14,4a","5,63",40',200408,Åby,Peter Ingves,3,2140,2,"14,3a","4,20",40'
2020-07-04,HALMSTAD,1,VOLARE GAR,v,6,Kim Eriksson,11,"47,24","6,71 - 10,42",0,AUTOSTART,2140M,2140,"1.14,0",13 725,200612,Romme,Kim Eriksson,5,1640,8,"11,8a","4,87",40',200530,Solvalla,Kim Eriksson,1,1640,3,"11,2a","10,15",60',200318,Solvalla,Kim Eriksson,0,2640,8,"15,5a","3,19",60',200225,Jägersro,Kim Eriksson,1,2140,4,"14,4a","2,95",35',200208,Solvalla,Ulf Ohlsson,0,2140,11,"17,5a","7,64",220'
2020-07-04,HALMSTAD,1,ROYAL NAVY NEO,v,6,Björn Goop,7,"17,26","3,57 - 5,53",0,AUTOSTART,2140M,2140,"1.14,8",27 393,190831,Jägersro,Örjan Kihlström,1,2640,6,"13,8","2,13",125',190810,Åby,Carl Johan Jepson,7,2140,6,"13,4a","9,18",250',190803,Rättvik,Björn Goop,1,2640,6,"14,3","2,25",300',190706,Halmstad,Björn Goop,1,2640,8,"14,3","6,65",125',190530,Åby,Björn Goop,1,2140,2,"14,6","1,75",30'
2020-07-04,HALMSTAD,1,IMAGE RAPIDA,h,5,Stefan Persson,2,"18,84","3,47 - 5,35",0,AUTOSTART,2140M,2140,"1.18,2g",17 911,200621,Kalmar,Stefan Persson,0,2140,7,distg,"8,67",110',200606,Kalmar,Stefan Persson,2,1640,7,"13,1a","3,36",30',200417,Kalmar,Stefan Persson,1,3180,1,"15,5","1,98",25',200328,Solvalla,Björn Goop,1,2140,6,"12,8a","17,29",220',200314,Halmstad,Kim Eriksson,5,2140,2,"13,9a","29,26",110'
2020-07-04,HALMSTAD,2,GENERAAL BIANCO,v,7,Peter Untersteiner,1,"31,28","2,54",1,AUTOSTART,2140M,2140,"1.12,7",63 557,200622,Halmstad,Peter Untersteiner,2,2140,1,"13,6a","11,47",50',200606,Kalmar,Peter Untersteiner,4,2140,2,"14,0a","2,38",30',200517,Charlottenlund,Johan Untersteiner,0,2011,,"13,5ag","68,40",,200509,Åby,Peter Untersteiner,0,1640,6,"10,7a","64,37",150',200408,Solvalla,Erik Adielsson,0,2140,6,"12,1a","17,22",100'
2020-07-04,HALMSTAD,2,VELVET GIO,v,6,Ulf Ohlsson,3,"2,69","1,27",2,AUTOSTART,2140M,2140,"1.12,9",74 188,200606,Östersund,Ulf Ohlsson,2,2140,6,"12,4a","11,61",500',200513,Solvalla,Carl Johan Jepson,2,1640,2,"10,5a","5,42",100',200425,Åby,Carl Johan Jepson,7,2140,8,"12,6a","25,47",1000',200404,Jägersro,Carl Johan Jepson,2,2140,9,"11,5a","7,06",150',200222,Axevalla,Ulf Ohlsson,4,2640,3,"15,1a","2,06",150'
2020-07-04,HALMSTAD,2,CYBER LANE,v,7,Johan Untersteiner,6,"3,98","1,69",3,AUTOSTART,2140M,2140,"1.12,9",259 702,200606,Östersund,Johan Untersteiner,5,2140,1,"12,6a","3,83",500',200509,Åby,Johan Untersteiner,2,1640,2,"10,1a","3,82",150',200425,Åby,Johan Untersteiner,2,2140,2,"12,2a","6,08",1000',200404,Jägersro,Johan Untersteiner,1,2140,10,"11,4a","4,15",150',190824,Bergsåker,Johan Untersteiner,4,2140,10,"11,4a","5,41",1000'
2020-07-04,HALMSTAD,2,MILLIGAN'S SCHOOL,h,7,Ulf Eriksson,8,"6,21","1,54 - 2,70",4,AUTOSTART,2140M,2140,"1.12,9",124 825,200620,Rättvik,Ulf Eriksson,1,2140,5,"12,1a","4,34",100',200517,Charlottenlund,Ulf Eriksson,2,2011,,"12,3a","15,60",,200501,Rättvik,Ulf Eriksson,0,1640,3,"12,7a","2,38",40',200412,Romme,Ulf Eriksson,0,2140,10,"13,6a","22,92",150',200209,Vincennes,Anthony Barrier,0,2100,,ita,"121,70",
2020-07-04,HALMSTAD,2,GHAZI B.R.,h,6,Christoffer Eriksson,12,"77,26","8,02 - 17,81",5,AUTOSTART,2140M,2140,"1.12,9",59 244,200509,Åby,Tom Erik Solberg,5,1640,7,"10,4a","60,17",150',200502,Örebro,Tom Erik Solberg,5,1609,9,"11,1a","18,07",150',200413,Halmstad,Carl Johan Jepson,2,1640,10,"11,2a","33,90",100',200209,Vincennes,Alexandre Abrivard,3,2100,,"11,5a","12,90",,200202,Vincennes,Alexandre Abrivard,7,2700,,"13,5","31,20",
2020-07-04,HALMSTAD,2,HARD TIMES,h,6,Rikard N Skoglund,7,"127,06","11,03 - 24,70",6,AUTOSTART,2140M,2140,"1.13,1",55 093,200613,Boden,Jimmy H Andersson,d,2140,1,10ag,"100,24",500',200530,Solvalla,Ulf Ohlsson,5,3180,3,"12,7","125,02",500',200519,Solänget,Jimmy H Andersson,4,2140,4,"14,3a","24,59",40',200502,Örebro,Ulf Ohlsson,5,3180,1,"14,1","17,89",200',200423,Gävle,Jimmy H Andersson,0,2640,3,"13,9a","16,18",35'
2020-07-04,HALMSTAD,2,RAGAZZO DA SOPRA,v,7,Björn Goop,5,"18,09","2,41 - 4,73",7,AUTOSTART,2140M,2140,"1.13,1",37 421,200624,Åmål,Björn Goop,2,2080,4,"12,9a","2,71",80',200614,Bjerke,Björn Goop,5,3180,,"13,4","7,40",,200602,Eskilstuna,Björn Goop,3,3180,4,"15,5g","2,02",30',200410,Färjestad,Björn Goop,0,3200,2,"13,7","3,91",100',200318,Solvalla,Björn Goop,2,2140,1,"13,5ag","6,34",100'
